num_sylls,combo_no,syll_no,note_vals,add_length,bar_start,bar_end
11,11-120504,2,0.5,"","",|
11,11-120504,3,0.5,"","",""
11,11-120504,4,1.5,..,"",|
11,11-120504,5,1.5,..,"",""
11,11-120504,6,0.5,"","",|
11,11-120504,7,0.5,"","",""
11,11-120504,8,1,.,"",""
11,11-120504,9,0.5,"","",|
11,11-120504,10,0.5,"","",""
11,11-120504,11,1.5,..,"",|
11,11-120506,1,1,.,|#,""
11,11-120506,2,1,.,"",|
11,11-120506,3,0.5,"","",""
11,11-120506,4,1.5,..,"",|
11,11-120506,5,1.5,..,"",""
11,11-120506,6,0.5,"","",|
11,11-120506,7,0.5,"","",""
11,11-120506,8,1,.,"",""
11,11-120506,9,0.5,"","",|
11,11-120506,10,0.5,"","",""
11,11-120506,11,1.5,..,"",|
11,11-120508,1,0.5,"",|#,""
11,11-120508,2,1.5,..,"",|
11,11-120508,3,0.5,"","",""
11,11-120508,4,1.5,..,"",|
11,11-120508,5,1.5,..,"",""
11,11-120508,6,0.5,"","",|
11,11-120508,7,0.5,"","",""
11,11-120508,8,1,.,"",""
11,11-120508,9,0.5,"","",|
11,11-120508,10,0.5,"","",""
11,11-120508,11,1.5,..,"",|
11,11-120530,1,1,.,|#,""
11,11-120530,2,0.5,"","",""
11,11-120530,3,0.5,"","",|
11,11-120530,4,0.5,"","",""
11,11-120530,5,0.5,"","",""
11,11-120530,6,1,.,"",|
11,11-120530,7,0.5,"","",""
11,11-120530,8,1,.,"",""
11,11-120530,9,0.5,"","",|
11,11-120530,10,0.5,"","",""
11,11-120530,11,1.5,..,"",|
11,11-120532,1,0.5,"",|#,""
11,11-120532,2,1,.,"",""
11,11-120532,3,0.5,"","",|
11,11-120532,4,0.5,"","",""
11,11-120532,5,0.5,"","",""
11,11-120532,6,1,.,"",|
11,11-120532,7,0.5,"","",""
11,11-120532,8,1,.,"",""
11,11-120532,9,0.5,"","",|
11,11-120532,10,0.5,"","",""
11,11-120532,11,1.5,..,"",|
11,11-120538,1,0.5,"",|#,""
11,11-120538,2,0.5,"","",""
11,11-120538,3,1,.,"",|
11,11-120538,4,0.5,"","",""
11,11-120538,5,0.5,"","",""
11,11-120538,6,1,.,"",|
11,11-120538,7,0.5,"","",""
11,11-120538,8,1,.,"",""
11,11-120538,9,0.5,"","",|
11,11-120538,10,0.5,"","",""
11,11-120538,11,1.5,..,"",|
11,11-120610,1,0.5,"",|#,""
11,11-120610,2,0.5,"","",""
11,11-120610,3,0.5,"","",""
11,11-120610,4,0.5,"","",|
11,11-120610,5,1,.,"",""
11,11-120610,6,1,.,"",|
11,11-120610,7,0.5,"","",""
11,11-120610,8,1,.,"",""
11,11-120610,9,0.5,"","",|
11,11-120610,10,0.5,"","",""
11,11-120610,11,1.5,..,"",|
11,11-120630,1,1.5,..,|#,""
11,11-120630,2,0.5,"","",|
11,11-120630,3,1.5,..,"",""
11,11-120630,4,0.5,"","",|
11,11-120630,5,1,.,"",""
11,11-120630,6,1,.,"",|
11,11-120630,7,0.5,"","",""
11,11-120630,8,1,.,"",""
11,11-120630,9,0.5,"","",|
11,11-120630,10,0.5,"","",""
11,11-120630,11,1.5,..,"",|
11,11-120632,1,1,.,|#,""
11,11-120632,2,1,.,"",|
11,11-120632,3,1.5,..,"",""
11,11-120632,4,0.5,"","",|
11,11-120632,5,1,.,"",""
11,11-120632,6,1,.,"",|
11,11-120632,7,0.5,"","",""
11,11-120632,8,1,.,"",""
11,11-120632,9,0.5,"","",|
11,11-120632,10,0.5,"","",""
11,11-120632,11,1.5,..,"",|
11,11-120634,1,0.5,"",|#,""
11,11-120634,2,1.5,..,"",|
11,11-120634,3,1.5,..,"",""
11,11-120634,4,0.5,"","",|
11,11-120634,5,1,.,"",""
11,11-120634,6,1,.,"",|
11,11-120634,7,0.5,"","",""
11,11-120634,8,1,.,"",""
11,11-120634,9,0.5,"","",|
11,11-120634,10,0.5,"","",""
11,11-120634,11,1.5,..,"",|
11,11-120648,1,1.5,..,|#,""
11,11-120648,2,0.5,"","",|
11,11-120648,3,1,.,"",""
11,11-120648,4,1,.,"",|
11,11-120648,5,1,.,"",""
11,11-120648,6,1,.,"",|
11,11-120648,7,0.5,"","",""
11,11-120648,8,1,.,"",""
11,11-120648,9,0.5,"","",|
11,11-120648,10,0.5,"","",""
11,11-120648,11,1.5,..,"",|
11,11-120650,1,1,.,|#,""
11,11-120650,2,1,.,"",|
11,11-120650,3,1,.,"",""
11,11-120650,4,1,.,"",|
11,11-120650,5,1,.,"",""
11,11-120650,6,1,.,"",|
11,11-120650,7,0.5,"","",""
11,11-120650,8,1,.,"",""
11,11-120650,9,0.5,"","",|
11,11-120650,10,0.5,"","",""
11,11-120650,11,1.5,..,"",|
11,11-120652,1,0.5,"",|#,""
11,11-120652,2,1.5,..,"",|
11,11-120652,3,1,.,"",""
11,11-120652,4,1,.,"",|
11,11-120652,5,1,.,"",""
11,11-120652,6,1,.,"",|
11,11-120652,7,0.5,"","",""
11,11-120652,8,1,.,"",""
11,11-120652,9,0.5,"","",|
11,11-120652,10,0.5,"","",""
11,11-120652,11,1.5,..,"",|
11,11-120666,1,1.5,..,|#,""
11,11-120666,2,0.5,"","",|
11,11-120666,3,0.5,"","",""
11,11-120666,4,1.5,..,"",|
11,11-120666,5,1,.,"",""
11,11-120666,6,1,.,"",|
11,11-120666,7,0.5,"","",""
11,11-120666,8,1,.,"",""
11,11-120666,9,0.5,"","",|
11,11-120666,10,0.5,"","",""
11,11-120666,11,1.5,..,"",|
11,11-120668,1,1,.,|#,""
11,11-120668,2,1,.,"",|
11,11-120668,3,0.5,"","",""
11,11-120668,4,1.5,..,"",|
11,11-120668,5,1,.,"",""
11,11-120668,6,1,.,"",|
11,11-120668,7,0.5,"","",""
11,11-120668,8,1,.,"",""
11,11-120668,9,0.5,"","",|
11,11-120668,10,0.5,"","",""
11,11-120668,11,1.5,..,"",|
11,11-120670,1,0.5,"",|#,""
11,11-120670,2,1.5,..,"",|
11,11-120670,3,0.5,"","",""
11,11-120670,4,1.5,..,"",|
11,11-120670,5,1,.,"",""
11,11-120670,6,1,.,"",|
11,11-120670,7,0.5,"","",""
11,11-120670,8,1,.,"",""
11,11-120670,9,0.5,"","",|
11,11-120670,10,0.5,"","",""
11,11-120670,11,1.5,..,"",|
11,11-120772,1,0.5,"",|#,""
11,11-120772,2,0.5,"","",""
11,11-120772,3,0.5,"","",""
11,11-120772,4,0.5,"","",|
11,11-120772,5,0.5,"","",""
11,11-120772,6,1.5,..,"",|
11,11-120772,7,0.5,"","",""
11,11-120772,8,1,.,"",""
11,11-120772,9,0.5,"","",|
11,11-120772,10,0.5,"","",""
11,11-120772,11,1.5,..,"",|
11,11-120792,1,1.5,..,|#,""
11,11-120792,2,0.5,"","",|
11,11-120792,3,1.5,..,"",""
11,11-120792,4,0.5,"","",|
11,11-120792,5,0.5,"","",""
11,11-120792,6,1.5,..,"",|
11,11-120792,7,0.5,"","",""
11,11-120792,8,1,.,"",""
11,11-120792,9,0.5,"","",|
11,11-120792,10,0.5,"","",""
11,11-120792,11,1.5,..,"",|
11,11-120794,1,1,.,|#,""
11,11-120794,2,1,.,"",|
11,11-120794,3,1.5,..,"",""
11,11-120794,4,0.5,"","",|
11,11-120794,5,0.5,"","",""
11,11-120794,6,1.5,..,"",|
11,11-120794,7,0.5,"","",""
11,11-120794,8,1,.,"",""
11,11-120794,9,0.5,"","",|
11,11-120794,10,0.5,"","",""
11,11-120794,11,1.5,..,"",|
11,11-120796,1,0.5,"",|#,""
11,11-120796,2,1.5,..,"",|
11,11-120796,3,1.5,..,"",""
11,11-120796,4,0.5,"","",|
11,11-120796,5,0.5,"","",""
11,11-120796,6,1.5,..,"",|
11,11-120796,7,0.5,"","",""
11,11-120796,8,1,.,"",""
11,11-120796,9,0.5,"","",|
11,11-120796,10,0.5,"","",""
11,11-120796,11,1.5,..,"",|
11,11-120810,1,1.5,..,|#,""
11,11-120810,2,0.5,"","",|
11,11-120810,3,1,.,"",""
11,11-120810,4,1,.,"",|
11,11-120810,5,0.5,"","",""
11,11-120810,6,1.5,..,"",|
11,11-120810,7,0.5,"","",""
11,11-120810,8,1,.,"",""
11,11-120810,9,0.5,"","",|
11,11-120810,10,0.5,"","",""
11,11-120810,11,1.5,..,"",|
11,11-120812,1,1,.,|#,""
11,11-120812,2,1,.,"",|
11,11-120812,3,1,.,"",""
11,11-120812,4,1,.,"",|
11,11-120812,5,0.5,"","",""
11,11-120812,6,1.5,..,"",|
11,11-120812,7,0.5,"","",""
11,11-120812,8,1,.,"",""
11,11-120812,9,0.5,"","",|
11,11-120812,10,0.5,"","",""
11,11-120812,11,1.5,..,"",|
11,11-120814,1,0.5,"",|#,""
11,11-120814,2,1.5,..,"",|
11,11-120814,3,1,.,"",""
11,11-120814,4,1,.,"",|
11,11-120814,5,0.5,"","",""
11,11-120814,6,1.5,..,"",|
11,11-120814,7,0.5,"","",""
11,11-120814,8,1,.,"",""
11,11-120814,9,0.5,"","",|
11,11-120814,10,0.5,"","",""
11,11-120814,11,1.5,..,"",|
11,11-120828,1,1.5,..,|#,""
11,11-120828,2,0.5,"","",|
11,11-120828,3,0.5,"","",""
11,11-120828,4,1.5,..,"",|
11,11-120828,5,0.5,"","",""
11,11-120828,6,1.5,..,"",|
11,11-120828,7,0.5,"","",""
11,11-120828,8,1,.,"",""
11,11-120828,9,0.5,"","",|
11,11-120828,10,0.5,"","",""
11,11-120828,11,1.5,..,"",|
11,11-120830,1,1,.,|#,""
11,11-120830,2,1,.,"",|
11,11-120830,3,0.5,"","",""
11,11-120830,4,1.5,..,"",|
11,11-120830,5,0.5,"","",""
11,11-120830,6,1.5,..,"",|
11,11-120830,7,0.5,"","",""
11,11-120830,8,1,.,"",""
11,11-120830,9,0.5,"","",|
11,11-120830,10,0.5,"","",""
11,11-120830,11,1.5,..,"",|
11,11-120832,1,0.5,"",|#,""
11,11-120832,2,1.5,..,"",|
11,11-120832,3,0.5,"","",""
11,11-120832,4,1.5,..,"",|
11,11-120832,5,0.5,"","",""
11,11-120832,6,1.5,..,"",|
11,11-120832,7,0.5,"","",""
11,11-120832,8,1,.,"",""
11,11-120832,9,0.5,"","",|
11,11-120832,10,0.5,"","",""
11,11-120832,11,1.5,..,"",|
11,11-122474,1,1,.,|#,""
11,11-122474,2,0.5,"","",""
11,11-122474,3,0.5,"","",|
11,11-122474,4,0.5,"","",""
11,11-122474,5,0.5,"","",""
11,11-122474,6,0.5,"","",""
11,11-122474,7,0.5,"","",|
11,11-122474,8,1.5,..,"",""
11,11-122474,9,0.5,"","",|
11,11-122474,10,0.5,"","",""
11,11-122474,11,1.5,..,"",|
11,11-122476,1,0.5,"",|#,""
11,11-122476,2,1,.,"",""
11,11-122476,3,0.5,"","",|
11,11-122476,4,0.5,"","",""
11,11-122476,5,0.5,"","",""
11,11-122476,6,0.5,"","",""
11,11-122476,7,0.5,"","",|
11,11-122476,8,1.5,..,"",""
11,11-122476,9,0.5,"","",|
11,11-122476,10,0.5,"","",""
11,11-122476,11,1.5,..,"",|
11,11-122482,1,0.5,"",|#,""
11,11-122482,2,0.5,"","",""
11,11-122482,3,1,.,"",|
11,11-122482,4,0.5,"","",""
11,11-122482,5,0.5,"","",""
11,11-122482,6,0.5,"","",""
11,11-122482,7,0.5,"","",|
11,11-122482,8,1.5,..,"",""
11,11-122482,9,0.5,"","",|
11,11-122482,10,0.5,"","",""
11,11-122482,11,1.5,..,"",|
11,11-122554,1,0.5,"",|#,""
11,11-122554,2,0.5,"","",""
11,11-122554,3,0.5,"","",""
11,11-122554,4,0.5,"","",|
11,11-122554,5,1,.,"",""
11,11-122554,6,0.5,"","",""
11,11-122554,7,0.5,"","",|
11,11-122554,8,1.5,..,"",""
11,11-122554,9,0.5,"","",|
11,11-122554,10,0.5,"","",""
11,11-122554,11,1.5,..,"",|
11,11-122574,1,1.5,..,|#,""
11,11-122574,2,0.5,"","",|
11,11-122574,3,1.5,..,"",""
11,11-122574,4,0.5,"","",|
11,11-122574,5,1,.,"",""
11,11-122574,6,0.5,"","",""
11,11-122574,7,0.5,"","",|
11,11-122574,8,1.5,..,"",""
11,11-122574,9,0.5,"","",|
11,11-122574,10,0.5,"","",""
11,11-122574,11,1.5,..,"",|
11,11-122576,1,1,.,|#,""
11,11-122576,2,1,.,"",|
11,11-122576,3,1.5,..,"",""
11,11-122576,4,0.5,"","",|
11,11-122576,5,1,.,"",""
11,11-122576,6,0.5,"","",""
11,11-122576,7,0.5,"","",|
11,11-122576,8,1.5,..,"",""
11,11-122576,9,0.5,"","",|
11,11-122576,10,0.5,"","",""
11,11-122576,11,1.5,..,"",|
11,11-122578,1,0.5,"",|#,""
11,11-122578,2,1.5,..,"",|
11,11-122578,3,1.5,..,"",""
11,11-122578,4,0.5,"","",|
11,11-122578,5,1,.,"",""
11,11-122578,6,0.5,"","",""
11,11-122578,7,0.5,"","",|
11,11-122578,8,1.5,..,"",""
11,11-122578,9,0.5,"","",|
11,11-122578,10,0.5,"","",""
11,11-122578,11,1.5,..,"",|
11,11-122592,1,1.5,..,|#,""
11,11-122592,2,0.5,"","",|
11,11-122592,3,1,.,"",""
11,11-122592,4,1,.,"",|
11,11-122592,5,1,.,"",""
11,11-122592,6,0.5,"","",""
11,11-122592,7,0.5,"","",|
11,11-122592,8,1.5,..,"",""
11,11-122592,9,0.5,"","",|
11,11-122592,10,0.5,"","",""
11,11-122592,11,1.5,..,"",|
11,11-122594,1,1,.,|#,""
11,11-122594,2,1,.,"",|
11,11-122594,3,1,.,"",""
11,11-122594,4,1,.,"",|
11,11-122594,5,1,.,"",""
11,11-122594,6,0.5,"","",""
11,11-122594,7,0.5,"","",|
11,11-122594,8,1.5,..,"",""
11,11-122594,9,0.5,"","",|
11,11-122594,10,0.5,"","",""
11,11-122594,11,1.5,..,"",|
11,11-122596,1,0.5,"",|#,""
11,11-122596,2,1.5,..,"",|
11,11-122596,3,1,.,"",""
11,11-122596,4,1,.,"",|
11,11-122596,5,1,.,"",""
11,11-122596,6,0.5,"","",""
11,11-122596,7,0.5,"","",|
11,11-122596,8,1.5,..,"",""
11,11-122596,9,0.5,"","",|
11,11-122596,10,0.5,"","",""
11,11-122596,11,1.5,..,"",|
11,11-122610,1,1.5,..,|#,""
11,11-122610,2,0.5,"","",|
11,11-122610,3,0.5,"","",""
11,11-122610,4,1.5,..,"",|
11,11-122610,5,1,.,"",""
11,11-122610,6,0.5,"","",""
11,11-122610,7,0.5,"","",|
11,11-122610,8,1.5,..,"",""
11,11-122610,9,0.5,"","",|
11,11-122610,10,0.5,"","",""
11,11-122610,11,1.5,..,"",|
11,11-122612,1,1,.,|#,""
11,11-122612,2,1,.,"",|
11,11-122612,3,0.5,"","",""
11,11-122612,4,1.5,..,"",|
11,11-122612,5,1,.,"",""
11,11-122612,6,0.5,"","",""
11,11-122612,7,0.5,"","",|
11,11-122612,8,1.5,..,"",""
11,11-122612,9,0.5,"","",|
11,11-122612,10,0.5,"","",""
11,11-122612,11,1.5,..,"",|
11,11-122614,1,0.5,"",|#,""
11,11-122614,2,1.5,..,"",|
11,11-122614,3,0.5,"","",""
11,11-122614,4,1.5,..,"",|
11,11-122614,5,1,.,"",""
11,11-122614,6,0.5,"","",""
11,11-122614,7,0.5,"","",|
11,11-122614,8,1.5,..,"",""
11,11-122614,9,0.5,"","",|
11,11-122614,10,0.5,"","",""
11,11-122614,11,1.5,..,"",|
11,11-122716,1,0.5,"",|#,""
11,11-122716,2,0.5,"","",""
11,11-122716,3,0.5,"","",""
11,11-122716,4,0.5,"","",|
11,11-122716,5,0.5,"","",""
11,11-122716,6,1,.,"",""
11,11-122716,7,0.5,"","",|
11,11-122716,8,1.5,..,"",""
11,11-122716,9,0.5,"","",|
11,11-122716,10,0.5,"","",""
11,11-122716,11,1.5,..,"",|
11,11-122736,1,1.5,..,|#,""
11,11-122736,2,0.5,"","",|
11,11-122736,3,1.5,..,"",""
11,11-122736,4,0.5,"","",|
11,11-122736,5,0.5,"","",""
11,11-122736,6,1,.,"",""
11,11-122736,7,0.5,"","",|
11,11-122736,8,1.5,..,"",""
11,11-122736,9,0.5,"","",|
11,11-122736,10,0.5,"","",""
11,11-122736,11,1.5,..,"",|
11,11-122738,1,1,.,|#,""
11,11-122738,2,1,.,"",|
11,11-122738,3,1.5,..,"",""
11,11-122738,4,0.5,"","",|
11,11-122738,5,0.5,"","",""
11,11-122738,6,1,.,"",""
11,11-122738,7,0.5,"","",|
11,11-122738,8,1.5,..,"",""
11,11-122738,9,0.5,"","",|
11,11-122738,10,0.5,"","",""
11,11-122738,11,1.5,..,"",|
11,11-122740,1,0.5,"",|#,""
11,11-122740,2,1.5,..,"",|
11,11-122740,3,1.5,..,"",""
11,11-122740,4,0.5,"","",|
11,11-122740,5,0.5,"","",""
11,11-122740,6,1,.,"",""
11,11-122740,7,0.5,"","",|
11,11-122740,8,1.5,..,"",""
11,11-122740,9,0.5,"","",|
11,11-122740,10,0.5,"","",""
11,11-122740,11,1.5,..,"",|
11,11-122754,1,1.5,..,|#,""
11,11-122754,2,0.5,"","",|
11,11-122754,3,1,.,"",""
11,11-122754,4,1,.,"",|
11,11-122754,5,0.5,"","",""
11,11-122754,6,1,.,"",""
11,11-122754,7,0.5,"","",|
11,11-122754,8,1.5,..,"",""
11,11-122754,9,0.5,"","",|
11,11-122754,10,0.5,"","",""
11,11-122754,11,1.5,..,"",|
11,11-122756,1,1,.,|#,""
11,11-122756,2,1,.,"",|
11,11-122756,3,1,.,"",""
11,11-122756,4,1,.,"",|
11,11-122756,5,0.5,"","",""
11,11-122756,6,1,.,"",""
11,11-122756,7,0.5,"","",|
11,11-122756,8,1.5,..,"",""
11,11-122756,9,0.5,"","",|
11,11-122756,10,0.5,"","",""
11,11-122756,11,1.5,..,"",|
11,11-122758,1,0.5,"",|#,""
11,11-122758,2,1.5,..,"",|
11,11-122758,3,1,.,"",""
11,11-122758,4,1,.,"",|
11,11-122758,5,0.5,"","",""
11,11-122758,6,1,.,"",""
11,11-122758,7,0.5,"","",|
11,11-122758,8,1.5,..,"",""
11,11-122758,9,0.5,"","",|
11,11-122758,10,0.5,"","",""
11,11-122758,11,1.5,..,"",|
11,11-122772,1,1.5,..,|#,""
11,11-122772,2,0.5,"","",|
11,11-122772,3,0.5,"","",""
11,11-122772,4,1.5,..,"",|
11,11-122772,5,0.5,"","",""
11,11-122772,6,1,.,"",""
11,11-122772,7,0.5,"","",|
11,11-122772,8,1.5,..,"",""
11,11-122772,9,0.5,"","",|
11,11-122772,10,0.5,"","",""
11,11-122772,11,1.5,..,"",|
11,11-122774,1,1,.,|#,""
11,11-122774,2,1,.,"",|
11,11-122774,3,0.5,"","",""
11,11-122774,4,1.5,..,"",|
11,11-122774,5,0.5,"","",""
11,11-122774,6,1,.,"",""
11,11-122774,7,0.5,"","",|
11,11-122774,8,1.5,..,"",""
11,11-122774,9,0.5,"","",|
11,11-122774,10,0.5,"","",""
11,11-122774,11,1.5,..,"",|
11,11-122776,1,0.5,"",|#,""
11,11-122776,2,1.5,..,"",|
11,11-122776,3,0.5,"","",""
11,11-122776,4,1.5,..,"",|
11,11-122776,5,0.5,"","",""
11,11-122776,6,1,.,"",""
11,11-122776,7,0.5,"","",|
11,11-122776,8,1.5,..,"",""
11,11-122776,9,0.5,"","",|
11,11-122776,10,0.5,"","",""
11,11-122776,11,1.5,..,"",|
11,11-122970,1,1.5,..,|#,""
11,11-122970,2,0.5,"","",|
11,11-122970,3,1,.,"",""
11,11-122970,4,0.5,"","",""
11,11-122970,5,0.5,"","",|
11,11-122970,6,1.5,..,"",""
11,11-122970,7,0.5,"","",|
11,11-122970,8,1.5,..,"",""
11,11-122970,9,0.5,"","",|
11,11-122970,10,0.5,"","",""
11,11-122970,11,1.5,..,"",|
11,11-122972,1,1,.,|#,""
11,11-122972,2,1,.,"",|
11,11-122972,3,1,.,"",""
11,11-122972,4,0.5,"","",""
11,11-122972,5,0.5,"","",|
11,11-122972,6,1.5,..,"",""
11,11-122972,7,0.5,"","",|
11,11-122972,8,1.5,..,"",""
11,11-122972,9,0.5,"","",|
11,11-122972,10,0.5,"","",""
11,11-122972,11,1.5,..,"",|
11,11-122974,1,0.5,"",|#,""
11,11-122974,2,1.5,..,"",|
11,11-122974,3,1,.,"",""
11,11-122974,4,0.5,"","",""
11,11-122974,5,0.5,"","",|
11,11-122974,6,1.5,..,"",""
11,11-122974,7,0.5,"","",|
11,11-122974,8,1.5,..,"",""
11,11-122974,9,0.5,"","",|
11,11-122974,10,0.5,"","",""
11,11-122974,11,1.5,..,"",|
11,11-122988,1,1.5,..,|#,""
11,11-122988,2,0.5,"","",|
11,11-122988,3,0.5,"","",""
11,11-122988,4,1,.,"",""
11,11-122988,5,0.5,"","",|
11,11-122988,6,1.5,..,"",""
11,11-122988,7,0.5,"","",|
11,11-122988,8,1.5,..,"",""
11,11-122988,9,0.5,"","",|
11,11-122988,10,0.5,"","",""
11,11-122988,11,1.5,..,"",|
11,11-122990,1,1,.,|#,""
11,11-122990,2,1,.,"",|
11,11-122990,3,0.5,"","",""
11,11-122990,4,1,.,"",""
11,11-122990,5,0.5,"","",|
11,11-122990,6,1.5,..,"",""
11,11-122990,7,0.5,"","",|
11,11-122990,8,1.5,..,"",""
11,11-122990,9,0.5,"","",|
11,11-122990,10,0.5,"","",""
11,11-122990,11,1.5,..,"",|
11,11-122992,1,0.5,"",|#,""
11,11-122992,2,1.5,..,"",|
11,11-122992,3,0.5,"","",""
11,11-122992,4,1,.,"",""
11,11-122992,5,0.5,"","",|
11,11-122992,6,1.5,..,"",""
11,11-122992,7,0.5,"","",|
11,11-122992,8,1.5,..,"",""
11,11-122992,9,0.5,"","",|
11,11-122992,10,0.5,"","",""
11,11-122992,11,1.5,..,"",|
11,11-123014,1,1,.,|#,""
11,11-123014,2,0.5,"","",""
11,11-123014,3,0.5,"","",|
11,11-123014,4,1.5,..,"",""
11,11-123014,5,0.5,"","",|
11,11-123014,6,1.5,..,"",""
11,11-123014,7,0.5,"","",|
11,11-123014,8,1.5,..,"",""
11,11-123014,9,0.5,"","",|
11,11-123014,10,0.5,"","",""
11,11-123014,11,1.5,..,"",|
11,11-123016,1,0.5,"",|#,""
11,11-123016,2,1,.,"",""
11,11-123016,3,0.5,"","",|
11,11-123016,4,1.5,..,"",""
11,11-123016,5,0.5,"","",|
11,11-123016,6,1.5,..,"",""
11,11-123016,7,0.5,"","",|
11,11-123016,8,1.5,..,"",""
11,11-123016,9,0.5,"","",|
11,11-123016,10,0.5,"","",""
11,11-123016,11,1.5,..,"",|
11,11-123022,1,0.5,"",|#,""
11,11-123022,2,0.5,"","",""
11,11-123022,3,1,.,"",|
11,11-123022,4,1.5,..,"",""
11,11-123022,5,0.5,"","",|
11,11-123022,6,1.5,..,"",""
11,11-123022,7,0.5,"","",|
11,11-123022,8,1.5,..,"",""
11,11-123022,9,0.5,"","",|
11,11-123022,10,0.5,"","",""
11,11-123022,11,1.5,..,"",|
11,11-123042,1,1.5,..,|#,""
11,11-123042,2,0.5,"","",|
11,11-123042,3,0.5,"","",""
11,11-123042,4,0.5,"","",""
11,11-123042,5,1,.,"",|
11,11-123042,6,1.5,..,"",""
11,11-123042,7,0.5,"","",|
11,11-123042,8,1.5,..,"",""
11,11-123042,9,0.5,"","",|
11,11-123042,10,0.5,"","",""
11,11-123042,11,1.5,..,"",|
11,11-123044,1,1,.,|#,""
11,11-123044,2,1,.,"",|
11,11-123044,3,0.5,"","",""
11,11-123044,4,0.5,"","",""
11,11-123044,5,1,.,"",|
11,11-123044,6,1.5,..,"",""
11,11-123044,7,0.5,"","",|
11,11-123044,8,1.5,..,"",""
11,11-123044,9,0.5,"","",|
11,11-123044,10,0.5,"","",""
11,11-123044,11,1.5,..,"",|
11,11-123046,1,0.5,"",|#,""
11,11-123046,2,1.5,..,"",|
11,11-123046,3,0.5,"","",""
11,11-123046,4,0.5,"","",""
11,11-123046,5,1,.,"",|
11,11-123046,6,1.5,..,"",""
11,11-123046,7,0.5,"","",|
11,11-123046,8,1.5,..,"",""
11,11-123046,9,0.5,"","",|
11,11-123046,10,0.5,"","",""
11,11-123046,11,1.5,..,"",|
11,11-123068,1,1,.,|#,""
11,11-123068,2,0.5,"","",""
11,11-123068,3,0.5,"","",|
11,11-123068,4,1,.,"",""
11,11-123068,5,1,.,"",|
11,11-123068,6,1.5,..,"",""
11,11-123068,7,0.5,"","",|
11,11-123068,8,1.5,..,"",""
11,11-123068,9,0.5,"","",|
11,11-123068,10,0.5,"","",""
11,11-123068,11,1.5,..,"",|
11,11-123070,1,0.5,"",|#,""
11,11-123070,2,1,.,"",""
11,11-123070,3,0.5,"","",|
11,11-123070,4,1,.,"",""
11,11-123070,5,1,.,"",|
11,11-123070,6,1.5,..,"",""
11,11-123070,7,0.5,"","",|
11,11-123070,8,1.5,..,"",""
11,11-123070,9,0.5,"","",|
11,11-123070,10,0.5,"","",""
11,11-123070,11,1.5,..,"",|
11,11-123076,1,0.5,"",|#,""
11,11-123076,2,0.5,"","",""
11,11-123076,3,1,.,"",|
11,11-123076,4,1,.,"",""
11,11-123076,5,1,.,"",|
11,11-123076,6,1.5,..,"",""
11,11-123076,7,0.5,"","",|
11,11-123076,8,1.5,..,"",""
11,11-123076,9,0.5,"","",|
11,11-123076,10,0.5,"","",""
11,11-123076,11,1.5,..,"",|
11,11-123122,1,1,.,|#,""
11,11-123122,2,0.5,"","",""
11,11-123122,3,0.5,"","",|
11,11-123122,4,0.5,"","",""
11,11-123122,5,1.5,..,"",|
11,11-123122,6,1.5,..,"",""
11,11-123122,7,0.5,"","",|
11,11-123122,8,1.5,..,"",""
11,11-123122,9,0.5,"","",|
11,11-123122,10,0.5,"","",""
11,11-123122,11,1.5,..,"",|
11,11-123124,1,0.5,"",|#,""
11,11-123124,2,1,.,"",""
11,11-123124,3,0.5,"","",|
11,11-123124,4,0.5,"","",""
11,11-123124,5,1.5,..,"",|
11,11-123124,6,1.5,..,"",""
11,11-123124,7,0.5,"","",|
11,11-123124,8,1.5,..,"",""
11,11-123124,9,0.5,"","",|
11,11-123124,10,0.5,"","",""
11,11-123124,11,1.5,..,"",|
11,11-123130,1,0.5,"",|#,""
11,11-123130,2,0.5,"","",""
11,11-123130,3,1,.,"",|
11,11-123130,4,0.5,"","",""
11,11-123130,5,1.5,..,"",|
11,11-123130,6,1.5,..,"",""
11,11-123130,7,0.5,"","",|
11,11-123130,8,1.5,..,"",""
11,11-123130,9,0.5,"","",|
11,11-123130,10,0.5,"","",""
11,11-123130,11,1.5,..,"",|
11,11-123202,1,0.5,"",|#,""
11,11-123202,2,0.5,"","",""
11,11-123202,3,0.5,"","",""
11,11-123202,4,0.5,"","",|
11,11-123202,5,0.5,"","",""
11,11-123202,6,0.5,"","",""
11,11-123202,7,1,.,"",|
11,11-123202,8,1.5,..,"",""
11,11-123202,9,0.5,"","",|
11,11-123202,10,0.5,"","",""
11,11-123202,11,1.5,..,"",|
11,11-123222,1,1.5,..,|#,""
11,11-123222,2,0.5,"","",|
11,11-123222,3,1.5,..,"",""
11,11-123222,4,0.5,"","",|
11,11-123222,5,0.5,"","",""
11,11-123222,6,0.5,"","",""
11,11-123222,7,1,.,"",|
11,11-123222,8,1.5,..,"",""
11,11-123222,9,0.5,"","",|
11,11-123222,10,0.5,"","",""
11,11-123222,11,1.5,..,"",|
11,11-123224,1,1,.,|#,""
11,11-123224,2,1,.,"",|
11,11-123224,3,1.5,..,"",""
11,11-123224,4,0.5,"","",|
11,11-123224,5,0.5,"","",""
11,11-123224,6,0.5,"","",""
11,11-123224,7,1,.,"",|
11,11-123224,8,1.5,..,"",""
11,11-123224,9,0.5,"","",|
